Location,PostOffice,State,Postcode
Kuala Lumpur - Peti surat 12236 - 12295,Kuala Lumpur,Wilayah Persekutuan,50772
Kuala Lumpur - Peti surat 12296 - 12355,Kuala Lumpur,Wilayah Persekutuan,50774
Kuala Lumpur - Peti surat 12356 - 12404,Kuala Lumpur,Wilayah Persekutuan,50776
Kuala Lumpur - Peti surat 12405,Kuala Lumpur,Wilayah Persekutuan,50944
Kuala Lumpur - Peti surat 12406 - 12415,Kuala Lumpur,Wilayah Persekutuan,50776
Kuala Lumpur - Peti surat 12416 - 12442,Kuala Lumpur,Wilayah Persekutuan,50778
Kuala Lumpur - Peti surat 12443,Kuala Lumpur,Wilayah Persekutuan,50945
Kuala Lumpur - Peti surat 12444 - 12475,Kuala Lumpur,Wilayah Persekutuan,50778
Kuala Lumpur - Peti surat 12476 - 12491,Kuala Lumpur,Wilayah Persekutuan,50780
Kuala Lumpur - Peti surat 12492,Kuala Lumpur,Wilayah Persekutuan,50946
Kuala Lumpur - Peti surat 12493 - 12535,Kuala Lumpur,Wilayah Persekutuan,50780
Kuala Lumpur - Peti surat 12536 - 12541,Kuala Lumpur,Wilayah Persekutuan,50782
Kuala Lumpur - Peti surat 12542,Kuala Lumpur,Wilayah Persekutuan,50947
Kuala Lumpur - Peti surat 12543 - 12595,Kuala Lumpur,Wilayah Persekutuan,50792
Kuala Lumpur - Peti surat 12596 - 12647,Kuala Lumpur,Wilayah Persekutuan,50784
Kuala Lumpur - Peti surat 12648,Kuala Lumpur,Wilayah Persekutuan,50948
Kuala Lumpur - Peti surat 12649 - 12658,Kuala Lumpur,Wilayah Persekutuan,50786
Kuala Lumpur - Peti surat 12659,Kuala Lumpur,Wilayah Persekutuan,50949
Kuala Lumpur - Peti surat 12660 - 12689,Kuala Lumpur,Wilayah Persekutuan,50786
Kuala Lumpur - Peti surat 12690,Kuala Lumpur,Wilayah Persekutuan,50950
Kuala Lumpur - Peti surat 12691 - 12715,Kuala Lumpur,Wilayah Persekutuan,50786
Kuala Lumpur - Peti surat 12716 - 12775,Kuala Lumpur,Wilayah Persekutuan,50788
Kuala Lumpur - Peti surat 12776 - 12835,Kuala Lumpur,Wilayah Persekutuan,50790
Kuala Lumpur - Peti surat 12836 - 12925,Kuala Lumpur,Wilayah Persekutuan,50792
Kuala Lumpur - Peti surat 12926 - 12985,Kuala Lumpur,Wilayah Persekutuan,50794
Kuala Lumpur - Peti surat 12986 - 13045,Kuala Lumpur,Wilayah Persekutuan,50796
Kuala Lumpur - Peti surat 13046 - 13105,Kuala Lumpur,Wilayah Persekutuan,50798
Kuala Lumpur - Peti surat 13106 - 13165,Kuala Lumpur,Wilayah Persekutuan,50800
Kuala Lumpur - Peti surat 13166 - 13225,Kuala Lumpur,Wilayah Persekutuan,50802
Kuala Lumpur - Peti surat 13226 - 13285,Kuala Lumpur,Wilayah Persekutuan,50804
Kuala Lumpur - Peti surat 13286 - 13345,Kuala Lumpur,Wilayah Persekutuan,50806
Kuala Lumpur - Peti surat 13346 - 13405,Kuala Lumpur,Wilayah Persekutuan,50808
Kuala Lumpur - Peti surat 13406 - 13465,Kuala Lumpur,Wilayah Persekutuan,50810
Kuala Lumpur - Peti surat 13466 - 13525,Kuala Lumpur,Wilayah Persekutuan,50812
Kuala Lumpur - Peti surat 13526 - 13585,Kuala Lumpur,Wilayah Persekutuan,50814
Kuala Lumpur - Peti surat 13586 - 13645,Kuala Lumpur,Wilayah Persekutuan,50816
Kuala Lumpur - Peti surat 13646,Kuala Lumpur,Wilayah Persekutuan,50818
Kuala Lumpur City Centre (KLCC),Kuala Lumpur,Wilayah Persekutuan,50088
Kuala Lumpur Sentral,Kuala Lumpur,Wilayah Persekutuan,50470
Kuchai Business Park,Kuala Lumpur,Wilayah Persekutuan,58200
Kuchai Entrepreneurs Park,Kuala Lumpur,Wilayah Persekutuan,58200
Kumpulan Wang Simpanan Pekerja,Kuala Lumpur,Wilayah Persekutuan,50598
Kuyow,Kuala Lumpur,Wilayah Persekutuan,57000
Kuyow Street,Kuala Lumpur,Wilayah Persekutuan,57000
Ladang Batu,Kuala Lumpur,Wilayah Persekutuan,51200
Ladang Edinburgh,Kuala Lumpur,Wilayah Persekutuan,52100
Laman Coales,Kuala Lumpur,Wilayah Persekutuan,55100
Laman Damaisari,Kuala Lumpur,Wilayah Persekutuan,51200
Laman Mc Conechy,Kuala Lumpur,Wilayah Persekutuan,55100
Laman Oasis Cheras Utama,Kuala Lumpur,Wilayah Persekutuan,56000
Laman Peel,Kuala Lumpur,Wilayah Persekutuan,55100
Laman Pendekar,Kuala Lumpur,Wilayah Persekutuan,54100
Laman Raja Laut,Kuala Lumpur,Wilayah Persekutuan,50350
Laman Rimbunan,Kuala Lumpur,Wilayah Persekutuan,52100
Laman Seputeh,Kuala Lumpur,Wilayah Persekutuan,58000
Laman Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Langgak Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Lebuh Ampang,Kuala Lumpur,Wilayah Persekutuan,50100
Lebuh Pasar Besar,Kuala Lumpur,Wilayah Persekutuan,50050
Lebuh Pudu,Kuala Lumpur,Wilayah Persekutuan,50050
Lebuhraya Peel,Kuala Lumpur,Wilayah Persekutuan,55100
Lebuhraya Sultan Iskandar (Lebuhraya Mahameru),Kuala Lumpur,Wilayah Persekutuan,50480
Lembaga Hasil Dalam Negeri,Kuala Lumpur,Wilayah Persekutuan,50600
Lembaga Hasil Dalam Negeri Cawangan Cheras,Kuala Lumpur,Wilayah Persekutuan,50600
Lembaga Hasil Dalam Negeri Cawangan Wangsa Maju,Kuala Lumpur,Wilayah Persekutuan,50600
Lembaga Pelesenan Pengangkutan Jalan,Kuala Lumpur,Wilayah Persekutuan,50653
"Lembaga Peperiksaan Malaysia, Kementerian Pelajaran Malaysia",Kuala Lumpur,Wilayah Persekutuan,50605
Lembaga Perlindungan dan Kuarantin Tumbuhan Jabatan Pertanian,Kuala Lumpur,Wilayah Persekutuan,50632
Lembah Duta,Kuala Lumpur,Wilayah Persekutuan,50480
Lembah Keramat,Kuala Lumpur,Wilayah Persekutuan,54200
Lembah Pantai,Kuala Lumpur,Wilayah Persekutuan,59100
Lengkok Abdullah,Kuala Lumpur,Wilayah Persekutuan,59000
Lengkok Aminuddin Baki,Kuala Lumpur,Wilayah Persekutuan,60000
Lengkok Belfield,Kuala Lumpur,Wilayah Persekutuan,50460
Lengkok Bellamy,Kuala Lumpur,Wilayah Persekutuan,50460
Lengkok Brunei Selatan,Kuala Lumpur,Wilayah Persekutuan,55100
Lengkok Cumarasami,Kuala Lumpur,Wilayah Persekutuan,51100
Lengkok Raja Laut,Kuala Lumpur,Wilayah Persekutuan,50350
Lengkok Setiabistari,Kuala Lumpur,Wilayah Persekutuan,50490
Lengkok Setiabudi,Kuala Lumpur,Wilayah Persekutuan,50490
Lengkok Tun Sambanthan,Kuala Lumpur,Wilayah Persekutuan,50470
Lengkok Vethavanam,Kuala Lumpur,Wilayah Persekutuan,51100
Lengkok Zaaba,Kuala Lumpur,Wilayah Persekutuan,60000
Lengkok Zaaba (1 - 2),Kuala Lumpur,Wilayah Persekutuan,60000
Lengkongan Brunei,Kuala Lumpur,Wilayah Persekutuan,55100
Lengkongan Jenjarom,Kuala Lumpur,Wilayah Persekutuan,58000
Lengkongan Mata Ayer,Kuala Lumpur,Wilayah Persekutuan,53200
Lengkongan Negeri Sembilan,Kuala Lumpur,Wilayah Persekutuan,50480
Liku Bruas,Kuala Lumpur,Wilayah Persekutuan,50490
Liku Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Lingkaran Syed Putra,Kuala Lumpur,Wilayah Persekutuan,59200
Lingkungan Budi,Kuala Lumpur,Wilayah Persekutuan,59100
Lingkungan DutaMas,Kuala Lumpur,Wilayah Persekutuan,50480
Lingkungan Ikan Emas,Kuala Lumpur,Wilayah Persekutuan,56000
Lingkungan Jauhari,Kuala Lumpur,Wilayah Persekutuan,55200
Lingkungan Mata Air,Kuala Lumpur,Wilayah Persekutuan,53200
Lingkungan Negeri Sembilan,Kuala Lumpur,Wilayah Persekutuan,50480
Lingkungan U Thant,Kuala Lumpur,Wilayah Persekutuan,55000
Lingkungan Umbut,Kuala Lumpur,Wilayah Persekutuan,51200
Lintasan Badam,Kuala Lumpur,Wilayah Persekutuan,56100
Lorong G1 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong G2 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong J1 - 5 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong L1 - L5 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 1 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 2 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 3 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 4 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 5 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 5 (Sentul),Kuala Lumpur,Wilayah Persekutuan,51000
Lorong 6 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 6 (Sentul),Kuala Lumpur,Wilayah Persekutuan,51000
Lorong 7 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong 8 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Abang Haji Openg,Kuala Lumpur,Wilayah Persekutuan,60000
Lorong Abdul Samad,Kuala Lumpur,Wilayah Persekutuan,50470
Lorong Abdullah,Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Aminuddin Baki (1 - 4),Kuala Lumpur,Wilayah Persekutuan,60000
Lorong Ampang,Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Ampang (1 - 2),Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Ampang 2 (Ampang),Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Anggor,Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Ara,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Ara Kiri (1 - 3),Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Ayer Bah,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Bah (1 - 3),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Batu (1 - 13),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Berseh (1 - 5),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Jerneh (1 - 2),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Keroh,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Kuning (1 - 6),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Leleh (1 - 7),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Lombong,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Madu (1 - 5),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Mata,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Mawar (1 - 4),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Pahit (1 - 3),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Panas (1 - 3),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Putih,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Tawar,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Telaga,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Ayer Tenang,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong B1 - 8 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Baba,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Baju Besi,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Balai Raya,Kuala Lumpur,Wilayah Persekutuan,53000
Lorong Balam,Kuala Lumpur,Wilayah Persekutuan,51100
Lorong Bandar,Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Bandar (1 - 3),Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Bandar 16,Kuala Lumpur,Wilayah Persekutuan,50000
Lorong Bangau (1 - 2),Kuala Lumpur,Wilayah Persekutuan,52100
Lorong Basong,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Batai,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Batai Barat,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Batai Dalam,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Batai Tepi,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Belangkas (1 - 3),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Belfield,Kuala Lumpur,Wilayah Persekutuan,50460
Lorong Belibis (1 - 4),Kuala Lumpur,Wilayah Persekutuan,52100
Lorong Beliong,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Beluntas,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Beluntas (1 - 3),Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Bendahara,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Berhala,Kuala Lumpur,Wilayah Persekutuan,50470
Lorong Beruas,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Beruas Kiri,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Bidara (1 - 3),Kuala Lumpur,Wilayah Persekutuan,52100
Lorong Binjai,Kuala Lumpur,Wilayah Persekutuan,50450
Lorong Brunei (1 - 3),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Brunei Selatan,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Budiman (1 - 4),Kuala Lumpur,Wilayah Persekutuan,56000
Lorong Bukit Bintang,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Bukit Keramat,Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Bukit Keramat (1 - 3),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Bukit Kota,Kuala Lumpur,Wilayah Persekutuan,50480
Lorong Bukit Pantai (1 - 7),Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Bukit Pisang,Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Bukit Raja,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Buloh Perindu (1 - 5),Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Bunga China,Kuala Lumpur,Wilayah Persekutuan,53000
Lorong Bunus (1 - 6),Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Burhanuddin Helmi (1 - 11),Kuala Lumpur,Wilayah Persekutuan,60000
Lorong C1 - 10 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Ceylon,Kuala Lumpur,Wilayah Persekutuan,50200
Lorong Chan Ah Tong,Kuala Lumpur,Wilayah Persekutuan,50470
Lorong Chan Chin Mooi,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Chan Chin Mooi (1 - 5),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Chekor,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Chelagi,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Chenderai,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Cheong Yoke Choy,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Chow Kit,Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Chow Thye,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong CJ 1 - 2 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Cochrane,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong D1 - 12 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Damai (1 - 13),Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Damansara Endah,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Datuk Keramat,Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Datuk Suleiman,Kuala Lumpur,Wilayah Persekutuan,60000
Lorong Datuk Suleiman (1 - 8),Kuala Lumpur,Wilayah Persekutuan,60000
Lorong Daud,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Davis,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Dedalu,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Delapan (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Derumun,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Dungun,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Dungun Kiri,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Duta (1 - 5),Kuala Lumpur,Wilayah Persekutuan,50480
Lorong Enau,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Enggang (1 - 25),Kuala Lumpur,Wilayah Persekutuan,54200
Lorong Gajus,Kuala Lumpur,Wilayah Persekutuan,50460
Lorong Gelenggang,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Gelugor,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Golok,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Gombak,Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Gourlay,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Grik,Kuala Lumpur,Wilayah Persekutuan,51100
Lorong Gurney,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Haji Hussein (1 - 2),Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Haji Taib (1 - 18),Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Halia,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Hang Jebat,Kuala Lumpur,Wilayah Persekutuan,50150
Lorong Hang Lekir,Kuala Lumpur,Wilayah Persekutuan,50000
Lorong Hang Lekiu,Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Helang (1 - 3),Kuala Lumpur,Wilayah Persekutuan,52100
Lorong Helang Hindik,Kuala Lumpur,Wilayah Persekutuan,52100
Lorong Ikan Emas,Kuala Lumpur,Wilayah Persekutuan,56000
Lorong Ikan Emas (1 - 6),Kuala Lumpur,Wilayah Persekutuan,56000
Lorong Ilmu,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Imbi,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Ismail Ghani,Kuala Lumpur,Wilayah Persekutuan,51200
Lorong Jambatan,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Jarak,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Jarak Kanan,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Jarret (1 - 2),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Jelatek,Kuala Lumpur,Wilayah Persekutuan,54200
Lorong Jelatek Kiri (1 - 3),Kuala Lumpur,Wilayah Persekutuan,54200
Lorong Jelutong,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Jelutong Kanan,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Jelutong Kiri,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Jeram,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Jintan (1 - 4),Kuala Lumpur,Wilayah Persekutuan,56100
Lorong Jintan Manis,Kuala Lumpur,Wilayah Persekutuan,56100
Lorong Jubilee,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Jugra,Kuala Lumpur,Wilayah Persekutuan,58100
Lorong K1 - 5 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Kaloi,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Kampung Pandan,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Kampung Periuk,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Kanan 1 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Kasah Dalam,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Kasah Tepi,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Kedah,Kuala Lumpur,Wilayah Persekutuan,53100
Lorong Kedondong,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Kekabu,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Kelapa Muda,Kuala Lumpur,Wilayah Persekutuan,51200
Lorong Kelewang,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Kemaris (1 - 6),Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Kempas (1 - 2),Kuala Lumpur,Wilayah Persekutuan,53000
Lorong Kenanga,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Keramat (1 - 22),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Keramat Dalam,Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Keramat Dalam (1 - 8),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Keramat Hujong (1 - 2),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Keramat Kiri,Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Keramat Tepi (1 - 4),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Kerayong,Kuala Lumpur,Wilayah Persekutuan,50460
Lorong Kerbau,Kuala Lumpur,Wilayah Persekutuan,50470
Lorong Kerinchi,Kuala Lumpur,Wilayah Persekutuan,59200
Lorong Kerinchi Kanan (1 - 2),Kuala Lumpur,Wilayah Persekutuan,59200
Lorong Kerinchi Kiri (1 - 2),Kuala Lumpur,Wilayah Persekutuan,59200
Lorong Khatib Koyan,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Kiri 1 - 2 (Kampung Pandan),Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Kiri 1 - 20 (Datuk Keramat),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Kota,Kuala Lumpur,Wilayah Persekutuan,50480
Lorong Kota (1 - 4),Kuala Lumpur,Wilayah Persekutuan,50480
Lorong Kota Raja,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Kris,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Kubu,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Kuda,Kuala Lumpur,Wilayah Persekutuan,50450
Lorong Kundang,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Kurau,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Lading,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Lai Tet Loke (1 - 12),Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Laksamana,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Lembah Tunku,Kuala Lumpur,Wilayah Persekutuan,50480
Lorong Lenggong (1 - 2),Kuala Lumpur,Wilayah Persekutuan,51100
Lorong Limau Kasturi,Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Limau Manis (1 - 3),Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Lobak,Kuala Lumpur,Wilayah Persekutuan,56100
Lorong Loke Yew,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Maarof,Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Maarof (1 - 4),Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Madras,Kuala Lumpur,Wilayah Persekutuan,50000
Lorong Mahmood,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Maktab (1 - 8),Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Mangga,Kuala Lumpur,Wilayah Persekutuan,51200
Lorong Maran,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Masjid India (2 & 4),Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Masjid Pakistan,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Mata Air (1 - 3),Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Mayang,Kuala Lumpur,Wilayah Persekutuan,50450
Lorong Mc Conechy,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Medan Bunus,Kuala Lumpur,Wilayah Persekutuan,50100
Lorong Medan Tuanku 1,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Medan Tuanku 2,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Medang,Kuala Lumpur,Wilayah Persekutuan,59100
Lorong Mempoyan,Kuala Lumpur,Wilayah Persekutuan,50490
Lorong Menarung,Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Menarung 1,Kuala Lumpur,Wilayah Persekutuan,59000
Lorong Mengkuang,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Mengkudu 1,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Mengkudu 2,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Menteri,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Meranti,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Meranti (1 - 3),Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Merbau,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Mergastua,Kuala Lumpur,Wilayah Persekutuan,52100
Lorong Merlimau,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Merlimau 1,Kuala Lumpur,Wilayah Persekutuan,55200
Lorong Mesra 1,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Mesra 2,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Mesra 3,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Mesra 4,Kuala Lumpur,Wilayah Persekutuan,55000
Lorong Morib,Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Nakhoda Yusof,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Nibong,Kuala Lumpur,Wilayah Persekutuan,50450
Lorong Nikmat (1 - 11),Kuala Lumpur,Wilayah Persekutuan,58200
Lorong Nusa (1 - 2),Kuala Lumpur,Wilayah Persekutuan,50480
Lorong P. Ramlee,Kuala Lumpur,Wilayah Persekutuan,50250
Lorong Padang Belia,Kuala Lumpur,Wilayah Persekutuan,50470
Lorong Padang Jawa,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Pandan,Kuala Lumpur,Wilayah Persekutuan,53000
Lorong Panggung,Kuala Lumpur,Wilayah Persekutuan,50000
Lorong Panglima,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Parang,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Pasar,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Pawang,Kuala Lumpur,Wilayah Persekutuan,54000
Lorong Pedang,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Peel,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Pendekar,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Penghulu Mat,Kuala Lumpur,Wilayah Persekutuan,58000
Lorong Perak,Kuala Lumpur,Wilayah Persekutuan,50250
Lorong Perak,Kuala Lumpur,Wilayah Persekutuan,53100
Lorong Perisai,Kuala Lumpur,Wilayah Persekutuan,54100
Lorong Permai,Kuala Lumpur,Wilayah Persekutuan,50460
Lorong Permaisuri,Kuala Lumpur,Wilayah Persekutuan,55100
Lorong Permatang Pasir,Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Perusahaan Ringan,Kuala Lumpur,Wilayah Persekutuan,53200
Lorong Pisang (1 - 2),Kuala Lumpur,Wilayah Persekutuan,58100
Lorong Pudu,Kuala Lumpur,Wilayah Persekutuan,50050
Lorong Pulasan,Kuala Lumpur,Wilayah Persekutuan,51200
Lorong Rahim Kajai (1 - 15),Kuala Lumpur,Wilayah Persekutuan,60000
Lorong Rahmat,Kuala Lumpur,Wilayah Persekutuan,50350
Lorong Raja Alang,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Raja Bot,Kuala Lumpur,Wilayah Persekutuan,50300
Lorong Raja Chulan,Kuala Lumpur,Wilayah Persekutuan,50250
